key,x,y
01A304,639.1498,4692.2794
01A305,639.4166,4692.5834
01A306,638.9038,4692.6164
01A307,638.8593,4692.5323
01A308,638.9842,4692.4828
01A309,638.9211,4692.3887
01A310,638.8655,4692.4596
01A311,639.04,4692.2575
01A312,638.8792,4692.2914
01A313,639.068,4692.2883
01A314,638.4858,4692.3979
01A315,638.4033,4692.9942
01A316,638.4476,4693.0452
01A317,638.5443,4693.0151
01A318,638.6361,4693.0435
01A319,638.5837,4692.9738
01A320,638.6405,4692.9029
01A321,638.6776,4693.1035
01A322,638.5409,4693.1882
01A323,638.5618,4693.2774
01A324,637.7219,4693.3734
01A325,633.8209,4700.6503
01A326,633.8886,4700.6357
01A327,633.7866,4700.6099
01A328,633.6759,4700.5916
01A329,633.7399,4700.6733
01A330,633.6927,4700.6738
01A331,633.73,4699.8087
01A332,633.8171,4699.773
01A333,633.9308,4699.7596
01A334,633.2588,4699.4433
01A335,633.2987,4699.5532
01A336,633.2271,4699.5732
01A337,633.2227,4699.5214
01A338,632.7954,4699.1477
01B281,636.5241,4685.4007
01B282,636.4445,4685.4048
01B283,639.021,4687.1493
01B284,639.1102,4687.275
01B285,639.1122,4687.1868
01B286,639.1724,4687.3504
01B287,639.172,4687.1987
01B288,639.2139,4687.3949
01B289,639.2096,4687.1484
01B290,639.705,4686.9555
01B291,640.253,4687.1424
01B292,640.1632,4687.0588
01B293,638.8906,4687.8
01B294,638.8705,4687.8867
01B295,638.9566,4687.8849
01B296,639.3919,4688.0642
01B297,639.4656,4688.0809
01B298,639.436,4688.2432
01B299,639.3529,4688.2702
01B300,640.4086,4686.9687
01B301,640.4759,4687.0144
01B302,640.3405,4687.0875
01B303,640.4384,4687.1205
01B304,639.7042,4687.9542
01B305,639.5547,4687.8272
01B306,639.4954,4687.724
01B307,639.2556,4687.7225
01B308,639.6025,4688.1217
01B309,640.4289,4686.6843
01B310,640.5015,4686.5821
01B311,640.5405,4686.6657
01B312,640.7732,4686.5442
01B313,640.6048,4686.76
01B314,640.6773,4686.7474
01B315,640.7341,4686.7043
01B316,640.8157,4686.8034
01B317,640.8992,4686.6946
01B318,641.1485,4686.6905
01B319,641.2631,4686.6628
01B320,641.3759,4686.636
01B321,641.3527,4686.4019
01B322,641.6171,4686.4999
01B323,641.6936,4686.449
01B324,641.5022,4686.348
01B325,638.7275,4689.1813
01B326,638.6502,4689.2186
01B327,638.6162,4689.4443
01B328,638.4494,4689.2962
01B329,638.4231,4689.1627
01B330,638.2823,4688.9958
01B331,638.1759,4689.13
01B332,638.3135,4688.9472
01B333,638.0717,4689.0864
01B334,638.0018,4689.072
01B335,638.1903,4688.9351
01B336,638.81,4689.1057
01B337,637.6998,4688.6341
01B338,637.6958,4688.5647
01B339,637.8894,4688.0721
01B340,637.9527,4687.9704
01B341,637.6598,4687.2245
01B342,637.6741,4687.2835
01B343,637.738,4687.2542
01B344,638.2941,4689.5306
01B345,638.1,4689.5052
01B346,637.2229,4687.5531
01B347,637.1519,4687.5126
01B348,637.1246,4687.409
01B349,637.0613,4687.3648
01B350,636.832,4687.2079
01B351,637.011,4687.3066
01B352,637.3483,4689.4459
01B353,637.3923,4689.4703
01B354,637.5084,4689.5056
01B355,636.9278,4689.2768
01B356,638.8227,4690.6091
01B357,638.7394,4690.62
01B358,638.7465,4690.6729
01B359,638.8797,4690.7642
01B360,637.7973,4691.0863
01B361,637.8523,4691.0626
01B362,638.197,4691.0258
01B363,638.7168,4690.9016
01B364,638.7435,4690.8584
01B365,638.775,4690.9144
01B366,638.8285,4690.93
01B367,638.8938,4690.9597
01B368,639.0493,4691.0568
01B369,638.9844,4691.1491
01B370,638.9168,4691.1347
01B371,639.0214,4691.1786
01B372,638.8421,4691.1907
01B373,638.7785,4691.1812
01B374,638.4793,4691.1926
01B375,638.2777,4691.3736
01B376,638.1023,4691.3382
01B377,638.1886,4691.6674
01B378,638.2432,4691.6718
01B379,639.7637,4691.397
01B380,639.6929,4691.4065
01B381,639.7068,4691.513
01B382,639.6427,4691.41
01B383,639.4428,4691.5532
01B384,639.4165,4691.5076
01B385,639.3455,4691.4871
01B386,639.3185,4691.4091
01B387,639.2113,4691.3871
01B388,639.0872,4691.3767
01B389,639.1322,4691.7259
01B390,639.1533,4691.8071
01B391,639.2321,4691.8092
01B392,638.8569,4691.9711
01B393,638.8517,4691.759
01B394,638.7625,4691.6456
01B395,637.2455,4692.0066
01B396,637.2197,4692.5553
01B397,637.1541,4692.5931
01C170,638.9099,4688.2548
01C172,639.0219,4688.1388
01C173,639.0274,4688.239
01C174,638.9619,4688.3043
01C175,639.2215,4688.3392
01C176,639.53,4688.4483
01C177,642.8947,4689.8679
01C178,642.7798,4689.696
01C179,640.8145,4688.0655
01C180,642.36,4690.43
01C181,640.9206,4687.8477
01C182,641.1167,4687.602
01C183,641.1826,4687.499
01C184,641.3097,4687.4508
01C185,641.5522,4687.308
01C186,640.9804,4687.7071
01C187,641.1667,4687.3884
01C188,641.3868,4687.2295
01C189,641.6053,4687.4299
01C190,641.3669,4687.5762
01C191,639.6976,4689.9327
01C192,639.8665,4690.0588
01C193,639.8844,4689.9285
01C194,639.7877,4689.9777
01C195,639.9857,4689.8062
01C196,640.1519,4689.8154
01C200,643.4361,4689.9056
01C201,643.1658,4689.8658
01C202,643.1172,4689.7682
01C203,643.487,4688.6733
01C204,642.956,4688.301
01C205,643.743,4688.9826
01C206,642.965,4687.5891
01C207,642.9947,4687.681
01C208,641.8936,4687.0294
01C209,641.7854,4687.0358
01C210,641.3193,4687.0383
01C211,641.3097,4686.8958
01C212,641.5774,4686.983
01C213,641.5533,4686.8558
01C214,642.7015,4687.2024
01C215,642.3309,4686.7539
01C216,642.6784,4685.9832
01C217,642.7279,4685.9097
01C218,642.2113,4686.1777
01C219,642.2337,4686.241
01C220,642.3275,4686.2187
01C221,642.3969,4686.2968
01C222,641.6945,4691.1489
01C223,641.7613,4691.1732
01C224,643.2044,4691.6477
01C225,643.1396,4691.6767
01C226,642.8173,4691.3592
01C227,643.891,4691.9172
01C228,643.9427,4691.9419
01C229,643.6408,4691.7895
01C230,643.4367,4691.7685
01C231,644.3256,4692.6342
01C232,644.3063,4692.487
01C233,643.7094,4694.2018
01C234,644.7632,4693.2289
01C235,643.2145,4694.7065
01C236,644.4287,4695.4105
01C237,643.8551,4695.703
01C238,640.911,4693.1592
01C239,641.2222,4694.4582
01C240,642.1643,4697.0037
01C241,642.0861,4696.9443
01C242,641.7701,4696.974
01C243,641.8187,4697.0301
01C244,642.1689,4696.6271
01C245,642.1775,4696.5504
01C246,642.1738,4696.7113
01C247,642.1182,4697.2414
01C248,643.4299,4697.321
01C249,644.4275,4696.3669
01C250,644.4034,4696.2976
01C251,644.5367,4695.8988
01C252,645.3649,4695.4358
01C253,639.59,4699.5433
01C254,639.31,4699.89
01C255,638.9315,4699.33
01C256,638.509,4699.362
01C257,639.1859,4699.0878
01C258,639.4738,4699.1775
01C259,640.21,4699.3565
01C260,646.3021,4694.5266
01C261,646.3074,4694.4686
01C262,646.264,4694.5355
01C263,642.1639,4697.7537
01C264,642.4943,4698.1264
01C265,642.6207,4697.9479
01C266,642.4142,4698.171
01C267,641.93,4698.0392
01C268,642.0549,4698.0084
01C269,643.2595,4699.1906
01C270,637.9457,4695.5746
01C271,637.7808,4695.5773
01C272,641.1989,4694.3872
01C273,636.2492,4697.5464
01C274,636.3724,4697.501
01C275,636.5098,4697.7086
01D105,644.3619,4689.9565
01D106,643.9974,4690.2843
01D107,644.318,4690.5215
01D108,645.4964,4689.6229
01D109,645.4327,4689.6834
01D110,645.5226,4689.6759
01D111,645.5854,4689.5797
01D112,645.615,4689.5362
01D113,645.8299,4689.4862
01D114,645.8952,4689.4807
01D115,645.9535,4689.4752
01D116,645.8416,4689.8786
01D117,646.4072,4689.5837
01D118,646.3391,4689.5362
01D119,646.4363,4689.6683
01D120,645.5611,4689.4427
01D121,645.036,4689.6187
01D122,644.9309,4689.6353
01D123,645.2262,4689.3742
01D124,644.8217,4689.4257
01D125,644.825,4689.4934
01D126,644.7484,4689.0633
01D127,644.7491,4688.9859
01D128,644.6733,4688.9499
01D129,644.8448,4689.0193
01D130,644.8313,4688.9337
01D131,644.648,4688.7685
01D132,644.5014,4688.5589
01D133,644.2718,4688.1783
01D134,644.2244,4688.2281
01D135,645.5709,4687.445
01D136,645.4146,4687.3083
01D137,645.4465,4687.2045
01D138,645.4005,4688.0596
01D139,645.2853,4688.0893
01D140,644.9844,4688.9447
01D141,645.9357,4688.9522
01D142,645.5572,4688.851
01D143,646.1946,4688.6767
01D144,647.0995,4689.3804
01D145,647.0089,4689.4077
01D146,647.5142,4689.2088
01D147,647.6101,4689.1515
01D148,648.4559,4688.2569
01D149,649.0954,4688.0688
01D150,649.1763,4688.1501
01D151,649.0934,4688.1457
01D152,643.9479,4688.3954
01D153,644.03,4688.04
01D154,643.2841,4687.1234
01D155,643.8589,4687.241
01D156,645.8496,4685.2752
01D157,645.7221,4685.2387
01D158,646.4387,4684.96
01D159,646.3867,4684.8868
01D160,640.202,4697.8883
01D161,640.6702,4698.0081
01D162,640.3409,4697.9451
01D163,640.5264,4697.985
01D164,640.987,4697.4636
01D165,640.873,4696.5159
01D166,640.6484,4697.4571
01D167,640.3425,4696.168
01D168,640.2696,4696.2756
01D169,640.3887,4696.0755
01D170,640.0188,4696.5401
01D171,640.228,4696.5255
01D172,640.1349,4696.4499
01D173,640.3012,4696.4786
01D174,640.5312,4696.3421
01D175,640.4865,4696.726
01D176,637.0177,4697.7386
01D177,638.0111,4697.6198
01D178,637.2647,4697.406
01D179,639.1144,4698.0395
01D180,639.6441,4698.3279
01D181,639.2624,4698.5703
01D182,637.249,4699.1325
01D183,637.1751,4698.8815
01D184,636.8502,4699.7753
01D185,637.0156,4699.8506
01D186,636.0052,4700.3186
01D187,637.9067,4698.5466
01D188,635.8959,4698.8431
01D189,636.1073,4698.945
01D190,636.1069,4698.8654
01D191,636.0995,4698.7879
01D192,636.0692,4698.7847
01D193,636.0683,4698.7303
01D194,635.8795,4698.0015
01D195,635.974,4698.0483
01D196,635.7771,4697.9563
01D197,635.9165,4698.2814
01D198,636.4732,4698.8961
01D199,636.2158,4698.0245
01D200,636.5406,4698.9273
01D201,636.5473,4698.2858
01D202,636.6292,4698.2796
01D203,635.5304,4698.5063
01D204,635.3388,4698.2162
01D205,635.3374,4698.1143
01D206,635.3175,4697.9927
01D207,635.4536,4698.6636
01D208,635.3708,4698.8985
01D209,635.3423,4697.8489
01D210,634.7408,4697.2082
01E133,649.8921,4693.8022
01E134,649.9507,4693.5708
01E135,650.1682,4693.3093
01E136,650.2098,4693.2447
01E137,650.3367,4693.1248
01E138,650.2698,4693.1271
01E139,650.3921,4693.0302
01E140,650.3136,4692.9495
01E141,650.3921,4692.8688
01E142,650.519,4692.8066
01E143,650.662,4692.7789
01E144,650.9713,4692.629
01E145,650.9897,4692.3638
01E146,651.0174,4692.2901
01E147,651.1166,4692.3016
01E148,651.1166,4692.131
01E149,651.1982,4693.4956
01E150,651.184,4693.8719
01E151,650.9515,4693.7151
01E152,651.609,4694.0914
01E153,651.782,4693.7638
01E154,651.782,4693.7089
01E155,651.5941,4693.7157
01E156,651.7774,4693.5589
01E157,652.029,4694.0717
01E158,651.9836,4694.294
01E159,651.6957,4686.3928
01E160,652.1327,4686.4822
01E161,651.1718,4685.8651
01E162,651.1096,4685.8689
01E163,650.7394,4686.6835
01E164,651.3399,4689.3927
01E165,650.4311,4685.4662
01E166,649.4605,4686.0866
01E167,648.4382,4686.2659
01E168,648.4619,4686.3587
01E169,649.2312,4686.2823
01E170,649.7359,4686.2628
01E171,650.4141,4686.7106
01E172,650.4873,4687.5208
01E173,648.732,4687.4666
04P001,634.9041,4691.537
04P002,634.9728,4691.4941
04P003,635.0613,4691.4658
04P004,635.1497,4691.4413
04P005,635.0551,4691.3873
04P006,635.3425,4691.5076
04P007,635.5206,4691.4904
04P008,635.6102,4691.5039
04P009,635.6507,4691.3971
04P010,635.6986,4691.3505
04P011,635.6716,4691.1774
04P012,635.7269,4691.2057
04P013,635.6802,4691.213
04P014,635.9936,4691.1457
04P015,635.9479,4691.1615
04P016,635.8562,4690.9784
04P017,635.8662,4690.9259
04P018,635.7748,4691.4928
04P019,636.1106,4690.7972
04P020,636.0156,4690.6588
04P021,636.0897,4690.3916
04P022,636.3635,4690.39
04P023,636.0275,4690.3286
04P024,636.1713,4690.1626
04P025,636.0908,4690.0467
04P026,636.3899,4689.0978
04P027,635.9285,4688.3875
04P028,635.9126,4688.4346
04P029,635.9856,4688.5012
04P030,636.0028,4689.503
04P031,637.3376,4689.8579
04P032,636.7291,4689.1384
04P033,636.6839,4689.2044
04P034,636.7882,4689.2327
04P035,637.246,4690.8304
04P036,637.0472,4691.137
04P037,637.1143,4691.1278
04P038,637.0972,4691.0238
04P039,637.088,4690.9225
04P040,636.9655,4691.0331
04P041,636.9681,4690.9357
04P042,636.6131,4691.2125
04P043,636.714,4691.2173
04P044,635.7035,4691.6357
04P045,635.9494,4692.6898
04P046,635.9633,4692.7576
04P047,636.8975,4692.5877
04P048,636.9277,4692.6283
04P049,636.9238,4692.5848
04P050,634.6771,4691.7627
04P051,634.6638,4691.9573
04P052,634.5814,4691.9306
04P053,634.5848,4691.9673
04P054,634.5547,4692.0151
04P055,634.5269,4692.0651
04P056,634.4512,4692.193
04P057,635.0619,4692.0755
04P058,635.2288,4692.0605
04P059,635.7097,4691.9469
04P060,635.5919,4691.9576
04P061,635.0251,4692.3074
04P062,634.6979,4692.204
04P063,634.7597,4692.3775
04P064,634.6295,4692.3341
04P065,634.8882,4692.4308
04P066,634.9874,4692.49
04P067,635.3358,4692.7176
04P068,635.4561,4692.7114
04P069,635.453,4692.6467
04P070,635.5794,4692.7114
04P071,635.7012,4692.8408
04P072,635.6827,4692.7777
04P073,635.5732,4692.77
04P074,635.4576,4692.7777
04P075,635.3343,4692.7838
04P076,635.2186,4692.7854
04P077,635.5023,4692.8424
04P078,634.4509,4692.3841
04P079,634.5327,4692.4892
04P080,634.777,4692.7222
04P081,634.7969,4692.8696
04P082,634.4648,4693.1043
04P083,635.6865,4691.8506
04P084,635.5857,4691.8586
04P085,635.6187,4691.7909
04P086,636.7736,4692.6345
04P087,637.0152,4692.5848
04P088,634.2973,4692.6639
04P089,634.2539,4692.5655
04P090,634.1804,4692.5188
04P091,634.2776,4692.6708
04P092,633.9746,4692.6691
04P093,634.0329,4692.6363
04P094,633.8744,4692.7638
04P095,633.8507,4692.691
04P096,634.1823,4692.8476
04P097,634.4301,4693.2755
04P098,634.3263,4693.2209
04P099,633.9272,4692.8312
04P100,633.6313,4693.2756
04P101,633.6049,4693.2361
04P102,633.6062,4693.1556
04P103,634.6109,4693.5262
04P104,635.399,4693.1629
04P105,635.4977,4693.1475
04P106,635.4931,4693.0935
04P107,635.601,4693.075
04P108,635.7243,4693.3524
04P109,634.5888,4694.0074
04P110,635.1564,4693.9215
04P111,634.805,4694.113
04P112,636.925,4693.3503
04P113,636.0413,4693.5075
04P114,635.2866,4693.7594
04P115,636.6929,4694.6603
04P116,636.6243,4694.6825
04P117,636.676,4694.7415
04P118,636.6401,4694.7668
04P119,633.7208,4694.0025
04P120,633.6954,4694.0279
04P121,633.597,4693.9122
04P122,633.3686,4693.9509
04P123,633.4059,4693.9644
04P124,633.4796,4693.7871
04P125,633.2369,4693.4984
04P126,633.159,4693.4404
04P127,633.8118,4694.4022
04P128,633.5137,4694.8588
04P129,633.6138,4694.8431
04P130,633.7947,4694.9887
04P131,633.8386,4695.015
04P132,633.7771,4695.0326
04P133,633.9457,4695.0449
04P134,633.8807,4694.8729
04P135,633.5962,4694.5763
04P136,633.7123,4695.5382
04P137,634.1187,4695.623
04P138,634.4514,4695.4746
04P139,634.3632,4695.4199
04P140,634.0633,4695.3151
04P141,634.0335,4695.2642
04P142,635.1611,4695.4326
04P143,633.9949,4694.5693
04P144,634.8531,4695.0364
04P145,634.0352,4694.4499
04P146,634.7043,4694.3659
04P147,634.7554,4694.4576
04P148,634.8521,4691.795
04P149,634.9434,4691.6631
04P150,635.121,4691.6615
04P151,635.1633,4691.655
04P152,634.9482,4691.865
04P153,634.9352,4691.9106
04P154,634.9711,4691.9497
04P155,635.0281,4691.878
04P156,635.0509,4691.9399
04P157,635.0819,4691.979
04P158,635.2399,4691.9692
04P159,635.2806,4691.9887
04P160,635.3833,4691.9985
04P161,635.3686,4691.9448
04P162,635.3214,4691.9073
04P163,635.3018,4691.9204
04P164,635.3035,4691.8731
04P165,635.2627,4691.8683
04P166,635.2758,4691.8357
04P167,635.2627,4691.7901
06A001,648.1172,4668.8191
06A002,648.087,4668.7808
06A003,648.1139,4668.772
06A004,649.2194,4670.0509
06A006,648.673,4670.2644
06A007,648.0977,4670.6025
06A008,656.3704,4672.1332
06A009,656.2579,4672.1859
06A010,656.1302,4672.2192
06A011,656.1108,4672.147
06A012,656.2279,4672.1135
06A013,655.9747,4672.1845
06A014,655.8025,4672.1859
06A015,655.6234,4672.1859
06A016,655.5374,4672.3177
06A017,655.4832,4672.2414
06A018,637.7155,4672.6534
06A019,637.7878,4672.6923
06A020,637.9018,4672.7242
06A021,637.8558,4672.7985
06A022,637.7566,4672.7426
06A023,637.6971,4672.6661
06A024,651.5616,4668.3752
06A025,651.5743,4668.2507
06A026,651.6444,4668.267
06A028,651.6649,4668.3653
06A029,651.6819,4668.4658
06A030,651.5941,4668.463
06A031,655.1954,4669.3584
06A032,655.1961,4669.4349
06A033,655.2053,4669.5014
06A034,639.3655,4662.1599
06A035,639.4299,4662.2333
06A036,639.2129,4662.2114
06A037,639.2917,4662.3112
06A038,639.426,4662.0945
06A039,639.5429,4662.1252
06A041,646.536,4677.9407
06A042,646.5885,4677.9823
06A043,646.8928,4678.1359
06A044,646.6718,4677.9497
06A045,646.8357,4678.0244
06A046,646.9523,4678.0893
06A047,646.604,4677.6021
06A048,646.6648,4677.468
06A049,646.7462,4677.3929
06A050,646.545,4677.4591
06A051,646.6925,4677.3071
06A052,651.6561,4683.5394
06A053,651.7868,4683.6404
06A054,639.3229,4661.8607
06A055,639.197,4661.8033
06A056,639.6153,4661.934
06A057,639.5046,4661.8255
07A001,662.043,4679.2644
07A002,661.6768,4678.9222
07A003,661.6485,4678.8964
07A004,661.7069,4678.863
07A005,661.161,4678.6073
07A006,660.6887,4678.7325
07A007,660.5677,4678.7977
07A008,661.4613,4679.0406
07A009,662.0904,4678.2373
07A010,662.2125,4678.2373
07A011,662.643,4678.8678
07A012,662.8379,4678.3031
07A013,661.6599,4676.898
07A014,661.6937,4676.8796
07A015,661.9584,4677.1384
07A016,662.7674,4678.8973
07A017,663.7241,4679.3426
07A018,663.8241,4679.7111
07A019,662.5048,4679.6975
07A020,663.0349,4679.9636
07A021,663.3344,4680.3313
07A022,662.334,4676.7511
07A023,662.2125,4676.7708
07A024,662.5359,4676.5579
07A025,664.3685,4676.1187
07A026,664.4653,4676.1248
07A027,664.3362,4676.5562
07A028,664.726,4676.5632
07A029,664.9945,4676.5022
07A030,664.1855,4677.9093
07A031,659.8248,4679.0567
07A032,659.7765,4679.0245
07A033,659.7746,4679.0775
07A034,659.7505,4679.1153
07A035,661.1545,4681.0028
07A036,661.0549,4681.0537
07A037,661.0652,4681.0863
07A038,664.8147,4679.0742
07A039,669.1597,4682.1668
07A040,669.1059,4682.2867
07A041,669.019,4682.2081
07A042,668.9776,4681.9903
07A043,668.9445,4681.7036
07A044,668.9749,4681.1673
07A045,668.3642,4680.6291
07A046,668.8517,4680.7093
07A047,668.9032,4680.6997
07A048,668.8862,4680.6149
07A049,668.8489,4680.5697
07A050,668.8336,4680.5296
07A051,668.8251,4680.4827
07A052,668.3616,4679.2702
07A053,668.1918,4679.128
07A054,667.8885,4682.8287
07A055,643.6551,4690.449
07A056,643.5773,4690.3584
07A057,643.6313,4690.3538
07A058,643.5489,4690.2668
07A059,643.4637,4690.298
07A060,643.3987,4690.3089
07A061,643.6496,4690.2275
07A062,643.7302,4690.3163
07A063,643.6972,4690.1982
07A064,643.5022,4690.1845
07A065,643.493,4690.1506
07A066,643.5727,4690.1817
07A067,643.4472,4690.2769
07A068,643.3318,4690.1414
07A069,643.2577,4690.2192
07A070,643.0974,4690.2275
07A071,637.0895,4684.9699
07A072,637.0605,4684.8468
07A073,636.9684,4684.8808
07A074,636.9734,4685.0131
07A075,636.8778,4685.0357
07A076,636.8368,4684.8143
07A077,637.3522,4678.5272
07A078,637.214,4678.5871
07A079,637.1761,4678.471
07A080,636.9657,4678.5798
07A081,636.8031,4678.5993
07A082,636.6833,4678.6824
07A083,636.3274,4678.6556
07A084,636.1794,4678.6189
07A085,636.0449,4678.5798
07A086,636.177,4678.5443
07A087,636.2932,4678.5651
07A088,637.022,4678.4783
07A089,637.6736,4678.426
07A090,637.8138,4678.4603
07A091,637.9278,4678.4745
07A092,637.9966,4678.3916
07A093,637.9305,4678.3404
07A094,637.8637,4678.3343
07A095,637.7356,4678.3714
07A096,637.3634,4678.2811
07A097,637.4956,4678.2736
07A098,637.6291,4678.2635
07A099,637.7929,4678.2346
07A100,634.5239,4675.8356
07A101,634.6525,4675.8228
07A102,634.7747,4675.7829
07A103,634.3809,4675.6919
07A104,634.4177,4675.8843
07A105,634.2979,4675.834
07A106,634.2452,4675.7654
07A107,636.5382,4672.7782
07A108,636.6342,4672.6917
07A109,636.504,4672.7334
07A110,636.5669,4672.6276
07A111,636.6628,4672.5765
07A112,636.7712,4672.5622
07A113,636.7139,4672.6132
07A114,635.3979,4673.0462
07A115,635.5304,4673.0767
07A116,635.6447,4673.0843
07A117,635.436,4672.9807
07A118,635.2548,4672.8605
07A119,635.3797,4672.8315
07A120,635.5076,4672.7828
07A121,634.5267,4673.1269
07A122,634.3744,4673.1573
07A123,634.2221,4673.2091
07A124,634.2434,4673.3309
07A125,634.4109,4673.2852
07A126,634.5709,4673.2593
07A127,634.7521,4673.235
07A128,634.9258,4673.1817
07A129,634.8877,4673.0888
07A130,634.6973,4673.1193
07A131,634.0789,4673.3796
07A132,634.0484,4673.4664
07A133,634.0667,4673.5608
07A135,633.9417,4673.641
07A136,633.3067,4673.5556
07A137,633.4302,4673.5436
07A138,633.5226,4673.4771
07A139,638.2663,4672.617
07A140,638.3803,4672.6887
07A141,638.3519,4672.7765
07A142,638.247,4672.6978
07A143,640.2209,4661.5273
07A144,640.3042,4661.5371
07A145,640.4161,4661.4434
07A146,640.2754,4661.4517
07A147,640.5114,4661.3821
07A148,668.273,4678.6906
07A149,668.2893,4678.7881
07A150,668.2053,4678.7322
07A151,667.9684,4677.8242
07A152,669.1528,4682.3777
07A153,668.2352,4678.231
07A154,668.332,4677.8693
07A155,668.3422,4678.3041
07A156,668.0971,4676.4063
07A157,668.0177,4676.4323
07A158,668.0862,4676.5061
07A159,668.5584,4676.4555
07A160,667.8381,4676.306
07A161,667.9471,4676.3783
07A162,668.1094,4677.275
07A163,668.0588,4677.1724
07A164,667.9863,4677.1683
07A165,667.9261,4677.1929
07A166,668.0136,4677.0958
07A167,668.1382,4676.6074
07A168,668.1081,4676.658
07A169,634.2314,4670.893
07A170,634.3479,4670.9353
07A171,634.4595,4670.8705
07A172,634.5359,4670.9154
07A173,634.5314,4670.7987
07A174,634.5291,4670.701
07A175,634.428,4670.6942
07A176,634.4381,4670.7728
07A177,634.2292,4670.7223
07A178,634.2314,4670.8009
07A179,634.3483,4670.7863
07A180,634.3348,4670.747
07A181,634.8773,4670.8997
07A182,634.7605,4670.948
07A183,634.6493,4670.9446
07A184,634.9638,4670.9907
07A185,634.9784,4670.8986
07A186,635.0054,4670.7066
07A187,635.12,4670.7841
07A188,635.102,4670.8671
07A189,635.3166,4670.9267
07A190,635.0964,4670.9514
07A191,635.1728,4671.0154
07A192,635.2334,4670.8907
07A193,635.2458,4670.7897
07A194,635.3357,4670.8234
07B001,632.9312,4694.7237
07B002,633.2903,4694.9822
07B003,633.2795,4695.1339
07B004,632.9596,4695.1664
07B005,633.468,4695.6028
07B006,633.0228,4695.9152
07B007,633.0762,4696.0957
07B008,633.0229,4696.533
07B009,632.9726,4696.5183
07B010,632.9359,4696.5414
07B011,632.3194,4696.3231
07B012,632.2667,4696.2437
07B013,632.1789,4696.1749
07B014,631.9071,4696.2215
07B015,631.9482,4696.2572
07B016,632.9097,4696.8588
07B017,632.9946,4696.7499
07B018,633.0701,4696.73
07B019,633.3847,4697.2636
07B020,633.3771,4697.3305
07B021,633.2781,4697.35
07B022,633.1993,4697.2258
07B023,633.2314,4697.1647
07B024,633.1141,4696.7561
07B025,633.0638,4696.9604
07B026,632.9443,4696.9699
07B027,630.5833,4696.0115
07B028,630.7259,4696.1991
07B029,630.8201,4696.3485
07B030,630.8799,4696.4482
07B031,630.9924,4696.5644
07B032,631.6779,4696.0733
07B033,631.6764,4696.3958
07B034,631.4955,4695.9128
07B035,631.4168,4696.2946
07B036,631.5021,4696.4765
07B037,631.1663,4696.3038
07B038,631.1002,4695.9566
07B039,630.3876,4695.9502
07B040,630.3978,4696.0382
07B041,630.4051,4696.0933
07B042,630.2172,4696.4437
07B043,630.2682,4696.4162
07B044,630.347,4697.0459
07B045,630.4905,4696.6017
07B046,630.4875,4696.6516
07B047,630.5742,4696.6842
07B048,630.6721,4696.5201
07B049,630.5724,4696.2221
07B050,630.6751,4696.3825
07B051,630.836,4696.7275
07B052,630.8794,4697.068
07B053,631.0488,4696.9714
07B054,631.0623,4696.9218
07B055,630.946,4697.7581
07B056,631.4415,4697.0692
07B057,631.7924,4696.9659
07B058,631.7301,4696.9659
07B059,632.1957,4697.7477
07B060,633.0924,4697.1292
07B061,632.7255,4697.4016
07B062,630.1494,4697.2125
07B063,630.187,4697.3061
07B064,631.4347,4699.1754
07B065,630.1228,4697.2773
07B066,630.1243,4697.3304
07B067,630.2578,4697.2206
07B068,630.3145,4697.2884
07B069,630.2843,4697.5581
07B070,630.3404,4697.5633
07B072,629.9371,4696.3117
07B073,629.972,4696.3509
07B074,629.6206,4696.4452
07B075,630.1888,4695.3009
07B076,630.4666,4694.7739
07B077,630.5072,4694.5187
07B078,630.4965,4694.5475
07B079,630.2828,4694.7654
07B080,630.1514,4694.8786
07B081,630.0873,4694.6682
07B082,630.2476,4694.5668
07B083,630.2668,4694.5155
07B084,630.301,4694.4867
07B085,630.1386,4694.4194
07B086,630.0542,4694.4044
07B087,630.0777,4694.4749
07B088,629.3261,4694.9262
07B089,630.0307,4694.1375
07B090,629.9692,4693.8904
07B091,629.9443,4693.9297
07B092,629.8937,4693.8959
07B093,630.6643,4695.1076
07B094,630.6653,4695.271
07B095,630.6878,4695.4793
07B096,631.7989,4695.6234
07B097,631.7348,4695.601
07B098,631.5799,4695.57
07B099,630.9453,4695.2828
07B100,630.9196,4695.2155
07B101,631.9993,4695.0416
07B102,631.6622,4695.0339
07B103,631.5885,4695.019
07B104,630.9763,4694.9763
07B105,631.0404,4694.8412
07B106,631.0714,4694.8092
07B107,631.2733,4694.8199
07B108,631.5137,4694.7302
07B109,631.5521,4694.6992
07B110,631.5788,4694.837
07B111,631.6269,4694.9106
07B112,631.4913,4694.9352
07B113,631.7199,4694.9934
07B114,631.7562,4694.5326
07B115,632.1927,4694.0951
07B116,632.0281,4694.1719
07B117,632.0025,4694.2072
07B118,632.0907,4694.2745
07B119,632.0988,4694.7323
07B120,632.2026,4694.7202
07B121,632.2232,4694.6543
07B122,632.2993,4694.7768
07B123,632.3626,4694.6136
07B124,632.3907,4694.091
07B125,632.693,4693.9857
07B126,632.8518,4694.0313
07B127,632.818,4694.0954
07B128,632.866,4693.3669
07B129,661.8229,4696.9426
07B130,661.8537,4696.9584
07B131,661.6867,4697.689
07B132,662.0641,4697.2686
